Date,Sales Channel,Product Name2,Customer ID,Customer Name,State,Discount,Sales,Sales Forecast
11/28/2021,Agency,Cash In Transit,LC-16885,Lena Creighton,Bago,60.00%,$152 ,$228 
7/27/2020,Bancassurance,PA,GW-14605,Giulietta Weimer,Yangon,0.00%,$400 ,$356 
4/23/2023,Walk-in,PA,SC-20305,Sean Christensen,Loikaw,0.00%,$250 ,$233 
10/23/2021,Bancassurance,PA,JF-15355,Jay Fein,Yangon,0.00%,$148 ,$222 
10/23/2021,Bancassurance,Motor,JF-15355,Jay Fein,Yangon,20.00%,$241 ,$361 
10/23/2021,Bancassurance,Motor,JF-15355,Jay Fein,Yangon,20.00%,$192 ,$287 
10/23/2021,Bancassurance,Fidelity,JF-15355,Jay Fein,Yangon,0.00%,$12 ,$17 
10/23/2021,Bancassurance,CAR/EAR,JF-15355,Jay Fein,Yangon,0.00%,$12 ,$18 
10/23/2021,Bancassurance,Motor,JF-15355,Jay Fein,Yangon,20.00%,$842 ,"$1,262 "
9/5/2022,Travel,CAR/EAR,DM-13015,Darrin Martin,Malamyine,20.00%,$23 ,$35 
9/5/2022,Travel,Marine,DM-13015,Darrin Martin,Malamyine,70.00%,$86 ,$129 
9/5/2022,Travel,Fire,DM-13015,Darrin Martin,Malamyine,20.00%,$109 ,$163 
9/5/2022,Travel,Fidelity,DM-13015,Darrin Martin,Malamyine,20.00%,$10 ,$15 
10/28/2022,Corporate,Marine,EP-13915,Emily Phan,Dawei,70.00%,$38 ,$57 
4/5/2020,Agency,Industrial All Risk,JG-15805,John Grady,Bago,20.00%,$50 ,$74 
4/5/2020,Agency,Industrial All Risk,JG-15805,John Grady,Bago,20.00%,$52 ,$78 
6/15/2021,Travel,Fidelity,PF-19120,Peter Fuller,Hpa-an,20.00%,$10 ,$14 
6/15/2021,Travel,Industrial All Risk,PF-19120,Peter Fuller,Hpa-an,20.00%,$82 ,$123 
6/15/2021,Travel,Cash In Transit,PF-19120,Peter Fuller,Hpa-an,20.00%,$600 ,$546 
6/15/2021,Travel,Cash In Transit,PF-19120,Peter Fuller,Hpa-an,20.00%,$40 ,$60 
7/5/2020,Travel,CAR/EAR,DW-13195,David Wiener,Malamyine,20.00%,$4 ,$7 
1/29/2023,Agency,Marine,CK-12595,Clytie Kelty,Bago,80.00%,$12 ,$18 
3/3/2022,Walk-in,Fire,CC-12670,Craig Carreira,Loikaw,0.00%,$135 ,$202 
6/2/2020,Walk-in,CAR/EAR,SV-20785,Stewart Visinsky,Myitkyina,0.00%,$9 ,$13 
6/2/2020,Walk-in,Fire,SV-20785,Stewart Visinsky,Myitkyina,0.00%,$500 ,$359 
6/2/2020,Walk-in,Industrial All Risk,SV-20785,Stewart Visinsky,Myitkyina,0.00%,$600 ,$535 
11/24/2022,Bancassurance,PA,SP-20860,Sung Pak,Yangon,0.00%,"$1,000 ",$988 
11/24/2022,Bancassurance,Motor,SP-20860,Sung Pak,Yangon,20.00%,"$3,000 ","$2,523 "
11/24/2022,Bancassurance,PA,SP-20860,Sung Pak,Yangon,0.00%,$900 ,$839 
11/10/2022,Commercial,PA,MS-17770,Maxwell Schwartz,Taunggyi,20.00%,$500 ,$419 
11/22/2020,Agency,Marine,TC-21475,Tony Chapman,Bago,80.00%,$10 ,$15 
5/1/2023,Bancassurance,PA,SJ-20125,Sanjit Jacobs,Sittwe,0.00%,$49 ,$73 
12/7/2023,Commercial,CAR/EAR,DS-13180,David Smith,Taunggyi,20.00%,$4 ,$5 
12/7/2023,Commercial,Fidelity,DS-13180,David Smith,Taunggyi,20.00%,$16 ,$23 
11/30/2023,Commercial,CAR/EAR,SC-20800,Stuart Calhoun,Taunggyi,20.00%,$2 ,$4 
12/7/2023,Agency,PA,SH-20395,Shahid Hopkins,Pathein,20.00%,$128 ,$192 
1/3/2021,Commercial,Fidelity,SF-20965,Sylvia Foulston,Taunggyi,20.00%,$10 ,$16 
11/14/2021,Corporate,PA,MG-17680,Maureen Gastineau,Dawei,20.00%,$48 ,$72 
10/2/2021,Bancassurance,Industrial All Risk,CS-12400,Christopher Schild,Yangon,0.00%,$270 ,$405 
4/5/2021,Corporate,Cash In Safe,VT-21700,Valerie Takahito,Dawei,20.00%,$98 ,$147 
4/5/2021,Corporate,Industrial All Risk,VT-21700,Valerie Takahito,Dawei,20.00%,$900 ,$844 
4/5/2021,Corporate,Marine,VT-21700,Valerie Takahito,Dawei,70.00%,$10 ,$16 
4/5/2021,Corporate,Cash In Transit,VT-21700,Valerie Takahito,Dawei,20.00%,"$1,000 ",$819 
4/5/2021,Corporate,Fire,VT-21700,Valerie Takahito,Dawei,40.00%,$15 ,$22 
4/5/2021,Corporate,Fire,VT-21700,Valerie Takahito,Dawei,40.00%,$42 ,$63 
4/5/2021,Corporate,Cash In Transit,VT-21700,Valerie Takahito,Dawei,20.00%,$8 ,$11 
4/5/2021,Corporate,Health/CI,VT-21700,Valerie Takahito,Dawei,50.00%,$900 ,$528 
6/5/2023,Commercial,Fire,AB-10105,Adrian Barton,Taunggyi,20.00%,$800 ,$704 
9/18/2023,Agency,Fidelity,MM-18280,Muhammed MacIntyre,Mandalay,0.00%,$19 ,$29 
9/18/2023,Agency,Cash In Transit,MM-18280,Muhammed MacIntyre,Mandalay,0.00%,$10 ,$15 
7/18/2023,Travel,Travel,ML-17410,Maris LaWare,Hpa-an,50.00%,"$1,600 ","$1,200 "
7/18/2023,Travel,Motor,ML-17410,Maris LaWare,Hpa-an,20.00%,$162 ,$242 
7/18/2023,Travel,Fidelity,ML-17410,Maris LaWare,Hpa-an,20.00%,$16 ,$24 
7/18/2023,Travel,Marine,ML-17410,Maris LaWare,Hpa-an,70.00%,$8 ,$11 
7/18/2023,Travel,Motor,ML-17410,Maris LaWare,Hpa-an,20.00%,$900 ,$467 
12/1/2021,Agency,Industrial All Risk,KD-16495,Keith Dawkins,Bago,0.00%,$62 ,$92 
12/1/2021,Agency,Marine,KD-16495,Keith Dawkins,Bago,0.00%,$64 ,$96 
6/28/2022,Agency,Fire,RF-19735,Roland Fjeld,Bago,20.00%,$900 ,$539 
8/28/2023,Agency,Fidelity,SC-20305,Sean Christensen,Bago,20.00%,$25 ,$38 
8/28/2023,Agency,Fidelity,SC-20305,Sean Christensen,Bago,20.00%,$27 ,$40 
9/17/2020,Commercial,Industrial All Risk,BN-11515,Bradley Nguyen,Monywa,0.00%,$30 ,$45 
9/17/2020,Commercial,Industrial All Risk,BN-11515,Bradley Nguyen,Monywa,0.00%,$58 ,$87 
9/17/2020,Commercial,Cash In Transit,BN-11515,Bradley Nguyen,Monywa,0.00%,$35 ,$53 
9/17/2020,Commercial,Marine,BN-11515,Bradley Nguyen,Monywa,20.00%,$137 ,$206 
3/14/2022,Commercial,Health/CI,JS-15880,John Stevenson,Taunggyi,32.00%,$500 ,$361 
3/14/2022,Commercial,Fidelity,JS-15880,John Stevenson,Taunggyi,20.00%,$5 ,$8 
3/14/2022,Commercial,CAR/EAR,JS-15880,John Stevenson,Taunggyi,20.00%,$600 ,$218 
8/26/2022,Corporate,CAR/EAR,VG-21805,Vivek Grady,Dawei,20.00%,$5 ,$8 
8/26/2022,Corporate,PA,VG-21805,Vivek Grady,Dawei,20.00%,$48 ,$72 
9/2/2023,Bancassurance,CAR/EAR,AW-10840,Anthony Witt,Yangon,0.00%,$9 ,$14 
9/2/2023,Bancassurance,CAR/EAR,AW-10840,Anthony Witt,Yangon,0.00%,$74 ,$111 
9/2/2023,Bancassurance,Fire,AW-10840,Anthony Witt,Yangon,20.00%,$202 ,$302 
6/16/2021,Commercial,CAR/EAR,LS-17230,Lycoris Saunders,Taunggyi,20.00%,$29 ,$43 
6/16/2021,Commercial,Fidelity,LS-17230,Lycoris Saunders,Taunggyi,20.00%,$27 ,$41 
6/16/2021,Commercial,Motor,LS-17230,Lycoris Saunders,Taunggyi,30.00%,$300 ,$296 
12/10/2022,Walk-in,Motor,MH-17455,Mark Hamilton,Loikaw,0.00%,"$2,500 ","$2,134 "
5/18/2023,Agency,Cash In Transit,TS-21340,Toby Swindell,Mandalay,0.00%,$15 ,$22 
5/18/2023,Agency,Marine,TS-21340,Toby Swindell,Mandalay,20.00%,$3 ,$5 
5/27/2023,Travel,Fidelity,EH-13945,Eric Hoffmann,Malamyine,20.00%,$26 ,$39 
6/23/2022,Agency,Bailee's Liability,MG-17695,Maureen Gnade,Mandalay,0.00%,"$1,500 ","$1,251 "
5/16/2022,Bancassurance,Fidelity,DO-13435,Denny Ordway,Yangon,0.00%,$17 ,$26 
11/18/2023,Corporate,Fidelity,AF-10870,Art Ferguson,Dawei,20.00%,$44 ,$66 
11/18/2023,Corporate,Bailee's Liability,AF-10870,Art Ferguson,Dawei,20.00%,$3 ,$4 
11/18/2022,Commercial,CAR/EAR,SN-20710,Steve Nguyen,Taunggyi,20.00%,$6 ,$10 
11/18/2022,Commercial,CAR/EAR,SN-20710,Steve Nguyen,Taunggyi,20.00%,$49 ,$73 
11/18/2022,Commercial,Fidelity,SN-20710,Steve Nguyen,Taunggyi,20.00%,$20 ,$29 
11/18/2022,Commercial,Motor,SN-20710,Steve Nguyen,Taunggyi,30.00%,$255 ,$382 
11/28/2020,Agency,Marine,MO-17500,Mary O'Rourke,Mandalay,20.00%,$17 ,$26 
3/1/2022,Travel,Fire,ON-18715,Odella Nelson,Magwe,20.00%,$700 ,$240 
1/15/2023,Corporate,Fidelity,SC-20095,Sanjit Chand,Malamyine,0.00%,$13 ,$19 
4/4/2020,Agency,Cash In Transit,MS-17710,Maurice Satty,Pathein,0.00%,$5 ,$8 
4/4/2020,Agency,CAR/EAR,MS-17710,Maurice Satty,Pathein,0.00%,$79 ,$119 
6/26/2022,Bancassurance,Cash In Transit,DN-13690,Duane Noonan,Yangon,0.00%,$22 ,$33 
5/29/2022,Travel,Marine,RB-19360,Raymond Buch,Malamyine,70.00%,$11 ,$17 
5/29/2022,Travel,CAR/EAR,RB-19360,Raymond Buch,Malamyine,20.00%,$4 ,$7 
5/29/2022,Travel,Cash In Transit,RB-19360,Raymond Buch,Malamyine,20.00%,$45 ,$67 
10/19/2021,Agency,Marine,NH-18610,Nicole Hansen,Pathein,0.00%,$38 ,$57 
10/19/2021,Agency,Fire,NH-18610,Nicole Hansen,Pathein,0.00%,$150 ,$225 
2/19/2023,Bancassurance,CAR/EAR,ED-13885,Emily Ducich,Yangon,0.00%,$13 ,$19 
2/19/2023,Bancassurance,Cash In Transit,ED-13885,Emily Ducich,Yangon,0.00%,$45 ,$67 
9/22/2022,Corporate,CAR/EAR,PW-19240,Pierre Wener,Dawei,20.00%,$8 ,$12 
11/12/2020,Walk-in,CAR/EAR,DM-13345,Denise Monton,Myitkyina,20.00%,$8 ,$12 
4/1/2022,Agency,CAR/EAR,DW-13540,Don Weiss,Mandalay,0.00%,$88 ,$132 
5/20/2022,Travel,Marine,EH-14125,Eugene Hildebrand,Magwe,70.00%,$41 ,$61 
6/1/2021,Commercial,Marine,KE-16420,Katrina Edelman,Taunggyi,80.00%,$6 ,$9 
6/1/2021,Commercial,Fidelity,KE-16420,Katrina Edelman,Taunggyi,20.00%,$42 ,$63 
11/22/2020,Bancassurance,Fidelity,SP-20920,Susan Pistek,Yangon,0.00%,$54 ,$81 
2/22/2021,Agency,CAR/EAR,PS-19045,Penelope Sewall,Pathein,0.00%,$79 ,$119 
3/29/2022,Agency,Fidelity,JM-15250,Janet Martin,Mandalay,0.00%,$13 ,$20 
3/29/2022,Agency,Marine,JM-15250,Janet Martin,Mandalay,20.00%,$60 ,$45 
3/29/2022,Agency,Cash In Transit,JM-15250,Janet Martin,Mandalay,0.00%,$700 ,$620 
3/29/2022,Agency,Marine,JM-15250,Janet Martin,Mandalay,20.00%,$41 ,$62 
10/22/2022,Agency,Cash In Transit,EB-13930,Eric Barreto,Bago,0.00%,$40 ,$60 
10/2/2023,Commercial,CAR/EAR,FG-14260,Frank Gastineau,Monywa,0.00%,$9 ,$13 
10/2/2023,Commercial,Fire,FG-14260,Frank Gastineau,Monywa,20.00%,$85 ,$127 
12/23/2020,Agency,Travel,TH-21235,Tiffany House,Mandalay,40.00%,$53 ,$80 
12/23/2020,Agency,Cash In Safe,TH-21235,Tiffany House,Mandalay,0.00%,$57 ,$85 
12/15/2023,Commercial,Cash In Transit,PL-18925,Paul Lucas,Monywa,0.00%,$23 ,$34 
7/7/2022,Bancassurance,Motor,CC-12370,Christopher Conant,Yangon,20.00%,$288 ,$431 
7/7/2022,Bancassurance,Oversea Marine,CC-12370,Christopher Conant,Yangon,20.00%,"$4,200 ","$4,193 "
7/7/2022,Bancassurance,Fidelity,CC-12370,Christopher Conant,Yangon,0.00%,$49 ,$73 
4/17/2022,Bancassurance,Health/CI,JM-15535,Jessica Myrick,Yangon,15.00%,$400 ,$386 
4/8/2023,Travel,Industrial All Risk,KF-16285,Karen Ferguson,Loikaw,0.00%,"$4,000 ","$3,881 "
4/8/2023,Travel,Cash In Safe,KF-16285,Karen Ferguson,Loikaw,0.00%,$42 ,$63 
4/17/2022,Travel,Cash In Transit,CS-12175,Charles Sheldon,Malamyine,20.00%,$79 ,$118 
11/25/2020,Walk-in,Cash In Transit,AR-10540,Andy Reiter,Sittwe,0.00%,$53 ,$79 
11/3/2020,Corporate,Bailee's Liability,MS-17770,Maxwell Schwartz,Dawei,20.00%,$600 ,$429 
5/1/2021,Corporate,Cash In Transit,DB-13120,David Bremer,Dawei,20.00%,$64 ,$95 
5/1/2021,Corporate,Bailee's Liability,DB-13120,David Bremer,Dawei,20.00%,$41 ,$62 
5/1/2021,Corporate,CAR/EAR,DB-13120,David Bremer,Dawei,20.00%,$300 ,$259 
3/8/2021,Travel,Health/CI,DK-12895,Dana Kaydos,Magwe,0.00%,$513 ,$768 
3/8/2021,Travel,Motor,DK-12895,Dana Kaydos,Magwe,0.00%,$861 ,"$1,289 "
3/8/2021,Travel,Fire,DK-12895,Dana Kaydos,Magwe,0.00%,$770 ,"$1,153 "
3/8/2021,Travel,CAR/EAR,DK-12895,Dana Kaydos,Magwe,0.00%,$15 ,$22 
3/8/2021,Travel,Cash In Transit,DK-12895,Dana Kaydos,Magwe,0.00%,$373 ,$559 
7/17/2021,Corporate,Health/CI,MP-17965,Michael Paige,Dawei,20.00%,$232 ,$347 
10/11/2020,Commercial,Cash In Transit,Dp-13240,Dean percer,Monywa,0.00%,$63 ,$95 
10/11/2020,Commercial,PA,Dp-13240,Dean percer,Monywa,0.00%,$345 ,$517 
3/3/2022,Commercial,Travel,CC-12220,Chris Cortes,Taunggyi,30.00%,$638 ,$955 
3/3/2022,Commercial,Contractor's All Risk,CC-12220,Chris Cortes,Taunggyi,40.00%,$288 ,$431 
3/3/2022,Commercial,CAR/EAR,CC-12220,Chris Cortes,Taunggyi,20.00%,$37 ,$55 
12/10/2021,Walk-in,CAR/EAR,KM-16660,Khloe Miller,Myitkyina,0.00%,$2 ,$3 
12/10/2021,Walk-in,Fidelity,KM-16660,Khloe Miller,Myitkyina,0.00%,$26 ,$39 
12/10/2021,Walk-in,PA,KM-16660,Khloe Miller,Myitkyina,0.00%,$102 ,$153 
12/18/2021,Travel,CAR/EAR,MK-17905,Michael Kennedy,Magwe,20.00%,$7 ,$10 
1/1/2023,Bancassurance,Cash In Transit,SC-20725,Steven Cartwright,Yangon,0.00%,$700 ,$711 
11/21/2023,Corporate,Fidelity,CC-12475,Cindy Chapman,Dawei,20.00%,$8 ,$13 
11/21/2023,Corporate,Industrial All Risk,CC-12475,Cindy Chapman,Dawei,20.00%,$39 ,$59 
12/22/2021,Travel,CAR/EAR,BT-11305,Beth Thompson,Magwe,0.00%,$17 ,$26 
8/23/2021,Walk-in,Cash In Safe,FH-14350,Fred Harton,Myitkyina,0.00%,$543 ,$813 
8/23/2021,Walk-in,CAR/EAR,FH-14350,Fred Harton,Myitkyina,0.00%,$9 ,$13 
8/23/2021,Walk-in,Fidelity,FH-14350,Fred Harton,Myitkyina,0.00%,$194 ,$290 
8/23/2021,Walk-in,Fidelity,FH-14350,Fred Harton,Myitkyina,0.00%,$21 ,$32 
8/23/2021,Walk-in,Fidelity,FH-14350,Fred Harton,Myitkyina,0.00%,$98 ,$147 
8/23/2021,Walk-in,PA,FH-14350,Fred Harton,Myitkyina,0.00%,$252 ,$377 
8/23/2021,Walk-in,Cash In Safe,FH-14350,Fred Harton,Myitkyina,0.00%,$26 ,$39 
6/22/2020,Corporate,Motor,AA-10645,Anna Andreadi,Dawei,30.00%,$300 ,$255 
6/22/2020,Corporate,Fire,AA-10645,Anna Andreadi,Dawei,40.00%,$83 ,$124 
6/22/2020,Corporate,Motor,AA-10645,Anna Andreadi,Dawei,30.00%,"$1,300 ","$1,279 "
10/27/2023,Bancassurance,Health/CI,JO-15145,Jack O'Briant,Yangon,15.00%,"$1,000 ",$834 
10/27/2023,Bancassurance,Fire,JO-15145,Jack O'Briant,Yangon,20.00%,$96 ,$144 
8/11/2023,Commercial,Fidelity,SF-20965,Sylvia Foulston,Taunggyi,20.00%,$30 ,$44 
8/11/2023,Commercial,CAR/EAR,SF-20965,Sylvia Foulston,Taunggyi,20.00%,$9 ,$14 
8/11/2023,Commercial,Fire,SF-20965,Sylvia Foulston,Taunggyi,20.00%,$300 ,$230 
8/11/2023,Commercial,Marine,SF-20965,Sylvia Foulston,Taunggyi,80.00%,$13 ,$19 
12/24/2023,Bancassurance,Contractor's All Risk,CS-12355,Christine Sundaresam,Sittwe,0.00%,$480 ,$719 
12/24/2023,Bancassurance,Motor,CS-12355,Christine Sundaresam,Sittwe,0.00%,$233 ,$349 
9/26/2022,Commercial,Cash In Safe,SN-20710,Steve Nguyen,Monywa,0.00%,$237 ,$355 
9/26/2022,Commercial,Fidelity,SN-20710,Steve Nguyen,Monywa,0.00%,$30 ,$45 
9/26/2022,Commercial,PA,SN-20710,Steve Nguyen,Monywa,0.00%,$100 ,$150 
12/12/2022,Agency,Marine,JM-15655,Jim Mitchum,Pathein,70.00%,$19 ,$28 
12/12/2022,Agency,PA,JM-15655,Jim Mitchum,Pathein,20.00%,$800 ,$575 
12/28/2021,Agency,Industrial All Risk,FH-14350,Fred Harton,Bago,20.00%,$25 ,$37 
12/29/2020,Bancassurance,Cash In Transit,AJ-10795,Anthony Johnson,Yangon,0.00%,$25 ,$37 
12/29/2020,Bancassurance,Fidelity,AJ-10795,Anthony Johnson,Yangon,0.00%,$21 ,$32 
12/29/2020,Bancassurance,Contractor's All Risk,AJ-10795,Anthony Johnson,Yangon,20.00%,"$1,500 ","$1,150 "
12/29/2020,Bancassurance,Marine,AJ-10795,Anthony Johnson,Yangon,20.00%,$14 ,$21 
12/29/2020,Bancassurance,Fire,AJ-10795,Anthony Johnson,Yangon,20.00%,$400 ,$288 
12/29/2020,Bancassurance,CAR/EAR,AJ-10795,Anthony Johnson,Yangon,0.00%,$275 ,$411 
12/29/2020,Bancassurance,Cash In Transit,AJ-10795,Anthony Johnson,Yangon,0.00%,$71 ,$106 
6/25/2021,Bancassurance,Cash In Transit,JF-15565,Jill Fjeld,Yangon,0.00%,$300 ,$307 
4/2/2021,Commercial,Marine,CS-11845,Cari Sayre,Taunggyi,80.00%,$9 ,$14 
10/21/2023,Agency,Cash In Safe,SP-20920,Susan Pistek,Bago,80.00%,$24 ,$36 
7/16/2021,Agency,Fidelity,KE-16420,Katrina Edelman,Mandalay,0.00%,$81 ,$121 
7/16/2021,Agency,PA,KE-16420,Katrina Edelman,Mandalay,0.00%,$900 ,$898 
6/24/2023,Agency,Cash In Transit,GA-14515,George Ashbrook,Mandalay,0.00%,$500 ,$414 
6/24/2023,Agency,Motor,GA-14515,George Ashbrook,Mandalay,10.00%,$500 ,$259 
9/29/2020,Corporate,CAR/EAR,SM-20950,Suzanne McNair,Dawei,20.00%,$4 ,$6 
9/29/2020,Corporate,Travel,SM-20950,Suzanne McNair,Dawei,40.00%,$650 ,$613 
9/29/2020,Corporate,CAR/EAR,SM-20950,Suzanne McNair,Dawei,20.00%,$55 ,$83 
9/29/2020,Corporate,Fidelity,SM-20950,Suzanne McNair,Dawei,20.00%,$21 ,$31 
9/29/2020,Corporate,Industrial All Risk,SM-20950,Suzanne McNair,Dawei,20.00%,"$2,800 ","$2,698 "
9/29/2020,Corporate,Travel,SM-20950,Suzanne McNair,Dawei,40.00%,$67 ,$101 
11/24/2020,Agency,Industrial All Risk,DK-12985,Darren Koutras,Bago,20.00%,"$1,000 ",$968 
11/20/2021,Bancassurance,Fire,LC-16885,Lena Creighton,Yangon,20.00%,$73 ,$109 
11/20/2021,Bancassurance,Motor,LC-16885,Lena Creighton,Yangon,20.00%,$900 ,$857 
11/1/2022,Agency,PA,XP-21865,Xylona Preis,Bago,20.00%,$68 ,$102 
9/17/2021,Commercial,Marine,CS-11845,Cari Sayre,Monywa,20.00%,$25 ,$37 
3/10/2022,Corporate,PA,BD-11770,Bryan Davis,Dawei,20.00%,$40 ,$60 
6/23/2020,Walk-in,CAR/EAR,DL-13330,Denise Leinenbach,Myitkyina,20.00%,$20 ,$30 
6/23/2020,Walk-in,Bailee's Liability,DL-13330,Denise Leinenbach,Myitkyina,20.00%,$3 ,$5 
11/1/2020,Walk-in,CAR/EAR,KH-16630,Ken Heidel,Myitkyina,20.00%,$8 ,$11 
11/1/2020,Walk-in,CAR/EAR,KH-16630,Ken Heidel,Myitkyina,20.00%,$10 ,$15 
11/1/2020,Walk-in,CAR/EAR,KH-16630,Ken Heidel,Myitkyina,20.00%,$48 ,$72 
11/1/2020,Walk-in,Fire,KH-16630,Ken Heidel,Myitkyina,20.00%,"$1,700 ","$1,466 "
8/28/2022,Commercial,Marine,TP-21415,Tom Prescott,Taunggyi,80.00%,$13 ,$20 
8/28/2022,Commercial,Marine,TP-21415,Tom Prescott,Taunggyi,80.00%,$10 ,$15 
8/28/2022,Commercial,Health/CI,TP-21415,Tom Prescott,Taunggyi,32.00%,$156 ,$234 
12/6/2021,Walk-in,Oversea Marine,NP-18685,Nora Pelletier,Loikaw,0.00%,"$1,500 ","$1,498 "
9/24/2021,Walk-in,Fire,SC-20680,Steve Carroll,Sittwe,0.00%,"$1,300 ","$1,231 "
11/15/2023,Corporate,Cash In Transit,DK-12895,Dana Kaydos,Dawei,20.00%,$220 ,$330 
11/15/2023,Corporate,Cash In Transit,DK-12895,Dana Kaydos,Dawei,20.00%,$339 ,$508 
12/19/2021,Corporate,Marine,SM-20950,Suzanne McNair,Sittwe,0.00%,$7 ,$11 
12/19/2021,Corporate,CAR/EAR,SM-20950,Suzanne McNair,Sittwe,0.00%,$5 ,$8 
12/19/2021,Corporate,Fidelity,SM-20950,Suzanne McNair,Sittwe,0.00%,$116 ,$174 
12/21/2021,Walk-in,Fire,LS-17245,Lynn Smith,Myitkyina,20.00%,$48 ,$72 
9/25/2022,Walk-in,Fidelity,KE-16420,Katrina Edelman,Sittwe,20.00%,$60 ,$90 
9/25/2022,Walk-in,Marine,KE-16420,Katrina Edelman,Sittwe,70.00%,$5 ,$8 
6/24/2023,Agency,Marine,MC-17635,Matthew Clasen,Bago,80.00%,$300 ,$274 
6/24/2023,Agency,Fidelity,MC-17635,Matthew Clasen,Bago,20.00%,$10 ,$15 
9/7/2023,Travel,Marine,Dp-13240,Dean percer,Hpa-an,70.00%,$8 ,$12 
8/4/2022,Bancassurance,Fire,LC-16930,Linda Cazamias,Yangon,20.00%,$302 ,$453 
8/4/2022,Bancassurance,Marine,LC-16930,Linda Cazamias,Yangon,20.00%,$21 ,$31 
8/4/2022,Bancassurance,Marine,LC-16930,Linda Cazamias,Yangon,20.00%,$12 ,$18 
8/19/2020,Bancassurance,Health/CI,LH-16900,Lena Hernandez,Sittwe,0.00%,$639 ,$957 
4/1/2022,Agency,CAR/EAR,TB-21175,Thomas Boland,Mandalay,0.00%,$21 ,$31 
4/1/2022,Agency,Bailee's Liability,TB-21175,Thomas Boland,Mandalay,0.00%,$11 ,$16 
4/1/2022,Agency,Marine,TB-21175,Thomas Boland,Mandalay,20.00%,$14 ,$21 
5/16/2023,Agency,Industrial All Risk,JM-15865,John Murray,Pathein,20.00%,$350 ,$331 
8/24/2021,Walk-in,Contractor's All Risk,KW-16435,Katrina Willman,Hpa-an,0.00%,"$3,080 ","$4,613 "
8/24/2021,Walk-in,PA,KW-16435,Katrina Willman,Hpa-an,0.00%,$80 ,$120 
8/24/2021,Walk-in,Fire,KW-16435,Katrina Willman,Hpa-an,0.00%,$588 ,$881 
9/23/2020,Travel,Fidelity,SC-20095,Sanjit Chand,Malamyine,0.00%,$32 ,$49 
9/23/2020,Travel,Industrial All Risk,SC-20095,Sanjit Chand,Malamyine,0.00%,$900 ,$606 
9/23/2020,Travel,Marine,SC-20095,Sanjit Chand,Malamyine,0.00%,"$15,000 ","$14,152 "
9/23/2020,Travel,Marine,SC-20095,Sanjit Chand,Malamyine,0.00%,$13 ,$19 
6/19/2023,Commercial,Cash In Safe,ZC-21910,Zuschuss Carroll,Taunggyi,80.00%,$2 ,$3 
6/19/2023,Commercial,Cash In Safe,ZC-21910,Zuschuss Carroll,Taunggyi,80.00%,$0 ,$1 
6/19/2023,Commercial,Fidelity,ZC-21910,Zuschuss Carroll,Taunggyi,20.00%,$146 ,$219 
12/21/2023,Corporate,Cash In Transit,RB-19465,Rick Bensley,Sittwe,0.00%,$16 ,$24 
8/7/2023,Bancassurance,Fire,JK-15370,Jay Kimmel,Yangon,20.00%,$250 ,$240 
8/7/2023,Bancassurance,Marine,JK-15370,Jay Kimmel,Yangon,20.00%,$14 ,$21 
8/22/2022,Commercial,Marine,DD-13570,Dorothy Dickinson,Taunggyi,80.00%,$4 ,$6 
9/7/2021,Agency,Industrial All Risk,MC-17275,Marc Crier,Mandalay,0.00%,$14 ,$21 
9/7/2021,Agency,Travel,MC-17275,Marc Crier,Mandalay,40.00%,$27 ,$41 
12/25/2021,Agency,Fire,DL-13495,Dionis Lloyd,Pathein,0.00%,$74 ,$111 
12/25/2021,Agency,Health/CI,DL-13495,Dionis Lloyd,Pathein,0.00%,$161 ,$241 
12/25/2021,Agency,Fidelity,DL-13495,Dionis Lloyd,Pathein,0.00%,$17 ,$26 
12/25/2021,Agency,CAR/EAR,DL-13495,Dionis Lloyd,Pathein,0.00%,$3 ,$5 
5/2/2021,Commercial,CAR/EAR,NC-18625,Noah Childs,Taunggyi,20.00%,$9 ,$13 
5/2/2021,Commercial,Fire,NC-18625,Noah Childs,Taunggyi,20.00%,$158 ,$237 
11/24/2022,Commercial,Marine,AC-10450,Amy Cox,Monywa,20.00%,"$2,000 ","$1,827 "
11/24/2021,Bancassurance,Marine,TS-21340,Toby Swindell,Yangon,20.00%,$3 ,$5 
11/24/2021,Bancassurance,Fidelity,TS-21340,Toby Swindell,Yangon,0.00%,$19 ,$29 
11/24/2021,Bancassurance,Industrial All Risk,TS-21340,Toby Swindell,Yangon,0.00%,$700 ,$681 
11/24/2021,Bancassurance,Marine,TS-21340,Toby Swindell,Yangon,20.00%,$91 ,$137 
9/4/2023,Corporate,PA,MM-17920,Michael Moore,Dawei,20.00%,$19 ,$29 
5/11/2023,Commercial,Fidelity,LP-17080,Liz Pelletier,Monywa,0.00%,$37 ,$56 
5/11/2023,Commercial,CAR/EAR,LP-17080,Liz Pelletier,Monywa,0.00%,$38 ,$56 
5/11/2023,Commercial,Marine,LP-17080,Liz Pelletier,Monywa,20.00%,$26 ,$39 
5/11/2020,Agency,Cash In Safe,BG-11695,Brooke Gillingham,Mandalay,0.00%,$36 ,$54 
7/27/2023,Corporate,Cash In Transit,MG-18145,Mike Gockenbach,Dawei,20.00%,$91 ,$136 
5/6/2023,Agency,CAR/EAR,GZ-14470,Gary Zandusky,Bago,0.00%,$55 ,$82 
